Activity Year,Respondent ID,Agency Code,Parent Respondent ID,Parent Name (Panel),Parent City (Panel),Parent State (Panel),Region,Assets,Other Lender Code,Respondent Name (Panel),Respondent City (Panel),Respondent State (Panel),Top Holder RSSD ID,Top Holder Name,Top Holder City,Top Holder State,Top Holder Country,Respondent RSSD ID,Parent RSSD ID,Respondent FIPS State Number
2015,0000000199,5,          ,                              ,                         ,  ,04,0000165268,0,MEMBERS CHOICE OF CNTRL TX FCU                                        ,WACO                     ,TX                    ,0000000000,                              ,                         ,  ,                                        ,0000019570,0000000000,48
2015,0000000205,5,          ,                              ,                         ,  ,02,0000159639,0,ALLEGENT COMNTY FCU                                                   ,PITTSBURGH               ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000542377,0000000000,42
2015,0000000216,5,          ,                              ,                         ,  ,02,0000071155,0,FEDFINANCIAL FCU                                                      ,ROCKVILLE                ,MD                    ,0000000000,                              ,                         ,  ,                                        ,0000544474,0000000000,24
2015,0000000233,5,          ,                              ,                         ,  ,02,0000159499,0,INFIRST FCU                                                           ,ALEXANDRIA               ,VA                    ,0000000000,                              ,                         ,  ,                                        ,0000549170,0000000000,51
2015,0000000234,5,          ,                              ,                         ,  ,02,0000080156,0,PITTSBURGH FRFTRS FCU                                                 ,PITTSBURGH               ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000023474,0000000000,42
2015,0000000240,5,          ,                              ,                         ,  ,02,0000062681,0,GREATER PITTSBURGH POLICE FCU                                         ,PITTSBURGH               ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000552572,0000000000,42
2015,0000000242,5,          ,                              ,                         ,  ,03,0000084896,0,GULF COAST CMNTY FCU                                                  ,GULFPORT                 ,MS                    ,0000000000,                              ,                         ,  ,                                        ,0000025571,0000000000,28
2015,0000000256,5,          ,                              ,                         ,  ,04,0000254589,0,ENERGY ONE FCU                                                        ,TULSA                    ,OK                    ,0000000000,                              ,                         ,  ,                                        ,0000028170,0000000000,40
2015,0000000258,5,          ,                              ,                         ,  ,04,0000240366,0,HOUSTON TX FRFTRS FCU                                                 ,HOUSTON                  ,TX                    ,0000000000,                              ,                         ,  ,                                        ,0000027678,0000000000,48
2015,0000000262,5,          ,                              ,                         ,  ,02,0000065354,0,EP FCU                                                                ,WASHINGTON               ,DC                    ,0000000000,                              ,                         ,  ,                                        ,0000555171,0000000000,11
2015,0000000263,5,          ,                              ,                         ,  ,02,0000057408,0,WHITE HOUSE FCU                                                       ,WASHINGTON               ,DC                    ,0000000000,                              ,                         ,  ,                                        ,0000554679,0000000000,11
2015,0000000264,5,          ,                              ,                         ,  ,02,0000109609,0,HEARTLAND FCU                                                         ,DAYTON                   ,OH                    ,0000000000,                              ,                         ,  ,                                        ,0000094278,0000000000,39
2015,0000000266,5,          ,                              ,                         ,  ,02,0000219066,0,LIBRARY OF CONGRESS FCU                                               ,WASHINGTON               ,DC                    ,0000000000,                              ,                         ,  ,                                        ,0000557278,0000000000,11
2015,0000000293,5,          ,                              ,                         ,  ,02,0000081624,0,INCENTA FCU                                                           ,DAYTON                   ,OH                    ,0000000000,                              ,                         ,  ,                                        ,0000097970,0000000000,39
2015,0000000294,5,          ,                              ,                         ,  ,02,0000230596,0,CME FCU                                                               ,COLUMBUS                 ,OH                    ,0000000000,                              ,                         ,  ,                                        ,0000565376,0000000000,39
2015,0000000303,5,          ,                              ,                         ,  ,02,0000071295,0,HERITAGE VALLEY FCU                                                   ,YORK                     ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000035776,0000000000,42
2015,0000000306,5,          ,                              ,                         ,  ,03,0000065261,0,MADISON CTY FCU                                                       ,ANDERSON                 ,IN                    ,0000000000,                              ,                         ,  ,                                        ,0000570875,0000000000,18
2015,0000000319,5,          ,                              ,                         ,  ,02,0000148146,0,DEPARTMENT OF INTERIOR FCU                                            ,WASHINGTON               ,DC                    ,0000000000,                              ,                         ,  ,                                        ,0000572972,0000000000,11
2015,0000000320,5,          ,                              ,                         ,  ,02,0000069502,0,FRB FCU                                                               ,WASHINGTON               ,DC                    ,0000000000,                              ,                         ,  ,                                        ,0000577678,0000000000,11
2015,0000000340,5,          ,                              ,                         ,  ,03,0000330893,0,JAX FCU                                                               ,JACKSONVILLE             ,FL                    ,0000000000,                              ,                         ,  ,                                        ,0000039970,0000000000,12
2015,0000000352,5,          ,                              ,                         ,  ,03,0000246728,0,TAMPA BAY FCU                                                         ,TAMPA                    ,FL                    ,0000000000,                              ,                         ,  ,                                        ,0000582074,0000000000,12
2015,0000000359,5,          ,                              ,                         ,  ,03,0000171051,0,POWERCO FCU                                                           ,ATLANTA                  ,GA                    ,0000000000,                              ,                         ,  ,                                        ,0000107075,0000000000,13
2015,0000000361,5,          ,                              ,                         ,  ,03,0000272826,0,SOUTH CAROLINA TELCO FCU                                              ,GREENVILLE               ,SC                    ,0000000000,                              ,                         ,  ,                                        ,0000584171,0000000000,45
2015,0000000373,5,          ,                              ,                         ,  ,02,0000070134,0,NEW ALLIANCE FCU                                                      ,AMBRIDGE                 ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000045971,0000000000,42
2015,0000000389,5,          ,                              ,                         ,  ,02,0000107393,0,CINCINNATI OH POLICE FCU                                              ,CINCINNATI               ,OH                    ,0000000000,                              ,                         ,  ,                                        ,0000173173,0000000000,39
2015,0000000395,5,          ,                              ,                         ,  ,02,0000051091,0,DAYTON FRFTRS FCU                                                     ,DAYTON                   ,OH                    ,0000000000,                              ,                         ,  ,                                        ,0000915775,0000000000,39
2015,0000000404,5,          ,                              ,                         ,  ,03,0000108037,0,GREATER NEW ORLEANS FCU                                               ,METAIRIE                 ,LA                    ,0000000000,                              ,                         ,  ,                                        ,0000048570,0000000000,22
2015,0000000430,5,          ,                              ,                         ,  ,02,0000083103,0,DEEPWATER INDUSTRIES FCU                                              ,DEEPWATER                ,NJ                    ,0000000000,                              ,                         ,  ,                                        ,0000114671,0000000000,34
2015,0000000435,5,          ,                              ,                         ,  ,02,0001605584,0,STATE DEPT FCU                                                        ,ALEXANDRIA               ,VA                    ,0000000000,                              ,                         ,  ,                                        ,0000730772,0000000000,51
2015,0000000464,5,          ,                              ,                         ,  ,02,0000062170,0,EAGLE ONE FCU                                                         ,PHILADELPHIA             ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000116778,0000000000,42
2015,0000000473,5,          ,                              ,                         ,  ,03,0000174283,0,MISSISSIPPI TELCO FCU                                                 ,PEARL                    ,MS                    ,0000000000,                              ,                         ,  ,                                        ,0000117270,0000000000,28
2015,0000000477,5,          ,                              ,                         ,  ,02,0000253854,0,ATLANTIC FCU                                                          ,KENILWORTH               ,NJ                    ,0000000000,                              ,                         ,  ,                                        ,0000179474,0000000000,34
2015,0000000489,5,          ,                              ,                         ,  ,03,0000147300,0,PRIMETRUST FNCL FCU                                                   ,MUNCIE                   ,IN                    ,0000000000,                              ,                         ,  ,                                        ,0000969871,0000000000,18
2015,0000000490,5,          ,                              ,                         ,  ,05,0000056048,0,POCATELLO RAILROAD FCU                                                ,CHUBBUCK                 ,ID                    ,0000000000,                              ,                         ,  ,                                        ,0000926472,0000000000,16
2015,0000000491,5,          ,                              ,                         ,  ,04,0000535609,0,MOBILOIL FCU                                                          ,BEAUMONT                 ,TX                    ,0000000000,                              ,                         ,  ,                                        ,0000598570,0000000000,48
2015,0000000511,5,          ,                              ,                         ,  ,02,0000159731,0,BFG FCU                                                               ,AKRON                    ,OH                    ,0000000000,                              ,                         ,  ,                                        ,0000971678,0000000000,39
2015,0000000528,5,          ,                              ,                         ,  ,05,0000257106,0,UTAH FIRST FCU                                                        ,SALT LAKE CITY           ,UT                    ,0000000000,                              ,                         ,  ,                                        ,0000734976,0000000000,49
2015,0000000566,5,          ,                              ,                         ,  ,05,0001318600,0,NUVISION FCU                                                          ,HUNTINGTON BEACH         ,CA                    ,0000000000,                              ,                         ,  ,                                        ,0000973775,0000000000,06
2015,0000000594,5,          ,                              ,                         ,  ,05,0000146698,0,PASADENA FCU                                                          ,PASADENA                 ,CA                    ,0000000000,                              ,                         ,  ,                                        ,0000790879,0000000000,06
2015,0000000606,5,          ,                              ,                         ,  ,03,0000352296,0,COMTRUST FCU                                                          ,CHATTANOOGA              ,TN                    ,0000000000,                              ,                         ,  ,                                        ,0000791371,0000000000,47
2015,0000000613,5,          ,                              ,                         ,  ,01,0000071669,0,BUFFALO CMNTY FCU                                                     ,BUFFALO                  ,NY                    ,0000000000,                              ,                         ,  ,                                        ,0000939276,0000000000,36
2015,0000000619,5,          ,                              ,                         ,  ,02,0000396481,0,LAFAYETTE FCU                                                         ,KENSINGTON               ,MD                    ,0000000000,                              ,                         ,  ,                                        ,0000792976,0000000000,24
2015,0000000624,5,          ,                              ,                         ,  ,02,0000582024,0,UNITED ST SENATE EMPL FCU                                             ,ALEXANDRIA               ,VA                    ,0000000000,                              ,                         ,  ,                                        ,0000978471,0000000000,51
2015,0000000644,5,          ,                              ,                         ,  ,05,0000093459,0,TRAILHEAD FCU                                                         ,PORTLAND                 ,OR                    ,0000000000,                              ,                         ,  ,                                        ,0000127475,0000000000,41
2015,0000000649,5,          ,                              ,                         ,  ,02,0000085413,0,VALLEY 1ST CMNTY FCU                                                  ,MONESSEN                 ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000679572,0000000000,42
2015,0000000665,5,          ,                              ,                         ,  ,05,0000153685,0,PENINSULA CMNTY FCU                                                   ,SHELTON                  ,WA                    ,0000000000,                              ,                         ,  ,                                        ,0000949471,0000000000,53
2015,0000000690,5,          ,                              ,                         ,  ,03,0000145038,0,CHATTANOOGA AREA SCH FCU                                              ,CHATTANOOGA              ,TN                    ,0000000000,                              ,                         ,  ,                                        ,0000798174,0000000000,47
2015,0000000722,5,          ,                              ,                         ,  ,01,0000084951,0,FIRST BRISTOL FCU                                                     ,BRISTOL                  ,CT                    ,0000000000,                              ,                         ,  ,                                        ,0000984472,0000000000,09
2015,0000000731,5,          ,                              ,                         ,  ,01,0000078440,0,BRIDGEWAY FCU                                                         ,POUGHKEEPSIE             ,NY                    ,0000000000,                              ,                         ,  ,                                        ,0000843373,0000000000,36
2015,0000000770,5,          ,                              ,                         ,  ,01,0000075057,0,COMMUNITY RESOURCE FCU                                                ,LATHAM                   ,NY                    ,0000000000,                              ,                         ,  ,                                        ,0000196172,0000000000,36
2015,0000000785,5,          ,                              ,                         ,  ,02,0000076719,0,UNIVERSAL FCU                                                         ,HUNTINGTON               ,WV                    ,0000000000,                              ,                         ,  ,                                        ,0000802071,0000000000,54
2015,0000000794,5,          ,                              ,                         ,  ,02,0000102171,0,TRI BORO FCU                                                          ,MUNHALL                  ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000688172,0000000000,42
2015,0000000808,5,          ,                              ,                         ,  ,04,0000827545,0,US NM FCU                                                             ,ALBUQUERQUE              ,NM                    ,0000000000,                              ,                         ,  ,                                        ,0000752176,0000000000,35
2015,0000000839,5,          ,                              ,                         ,  ,02,0000054997,0,FIRSTENERGY FCU                                                       ,GREENSBURG               ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000199874,0000000000,42
2015,0000000850,5,          ,                              ,                         ,  ,04,0000056801,0,VALLEY FCU                                                            ,BROWNSVILLE              ,TX                    ,0000000000,                              ,                         ,  ,                                        ,0000692076,0000000000,48
2015,0000000854,5,          ,                              ,                         ,  ,01,0000148421,0,SEASONS FCU                                                           ,MIDDLETOWN               ,CT                    ,0000000000,                              ,                         ,  ,                                        ,0000858274,0000000000,09
2015,0000000857,5,          ,                              ,                         ,  ,02,0002271349,0,AFFINITY FCU                                                          ,BASKING RIDGE            ,NJ                    ,0000000000,                              ,                         ,  ,                                        ,0000755878,0000000000,34
2015,0000000861,5,          ,                              ,                         ,  ,02,0000348437,0,MCGRAW HILL FCU                                                       ,EAST WINDSOR             ,NJ                    ,0000000000,                              ,                         ,  ,                                        ,0000202176,0000000000,34
2015,0000000872,5,          ,                              ,                         ,  ,03,0000083018,0,MIAMI FRFTRS FCU                                                      ,MIAMI                    ,FL                    ,0000000000,                              ,                         ,  ,                                        ,0000757975,0000000000,12
2015,0000000887,5,          ,                              ,                         ,  ,04,0000123984,0,BILLINGS FCU                                                          ,BILLINGS                 ,MT                    ,0000000000,                              ,                         ,  ,                                        ,0000205878,0000000000,30
2015,0000000911,5,          ,                              ,                         ,  ,02,0000169459,0,STAR USA FCU                                                          ,CHARLESTON               ,WV                    ,0000000000,                              ,                         ,  ,                                        ,0000207975,0000000000,54
2015,0000000926,5,          ,                              ,                         ,  ,04,0000119436,0,RIVER CITY FCU                                                        ,SAN ANTONIO              ,TX                    ,0000000000,                              ,                         ,  ,                                        ,0000612672,0000000000,48
2015,0000000948,5,          ,                              ,                         ,  ,04,0001529310,0,NEW MEXICO EDUCATORS FCU                                              ,ALBUQUERQUE              ,NM                    ,0000000000,                              ,                         ,  ,                                        ,0000763976,0000000000,35
2015,0000000964,5,          ,                              ,                         ,  ,04,0000055027,0,SOUTHWEST FCU                                                         ,ALBUQUERQUE              ,NM                    ,0000000000,                              ,                         ,  ,                                        ,0000150174,0000000000,35
2015,0000000967,5,          ,                              ,                         ,  ,03,0000138859,0,GOLD COAST FCU                                                        ,WEST PALM BEACH          ,FL                    ,0000000000,                              ,                         ,  ,                                        ,0000617378,0000000000,12
2015,0000001015,5,          ,                              ,                         ,  ,02,0000220881,0,NORTH JERSEY FCU                                                      ,TOTOWA                   ,NJ                    ,0000000000,                              ,                         ,  ,                                        ,0000624974,0000000000,34
2015,0000001021,5,          ,                              ,                         ,  ,02,0000179985,0,FIRST FNCL FCU                                                        ,WALL                     ,NJ                    ,0000000000,                              ,                         ,  ,                                        ,0001006175,0000000000,34
2015,0000001022,5,          ,                              ,                         ,  ,03,0001326934,0,SOUTH CAROLINA FCU                                                    ,NORTH CHARLESTON         ,SC                    ,0000000000,                              ,                         ,  ,                                        ,0000625476,0000000000,45
2015,0000001040,5,          ,                              ,                         ,  ,05,0000412122,0,CAPITAL EDUCATORS FCU                                                 ,MERIDIAN                 ,ID                    ,0000000000,                              ,                         ,  ,                                        ,0000821979,0000000000,16
2015,0000001049,5,          ,                              ,                         ,  ,01,0000061314,0,MERIDEN SCH FCU                                                       ,MERIDEN                  ,CT                    ,0000000000,                              ,                         ,  ,                                        ,0001007770,0000000000,09
2015,0000001074,5,          ,                              ,                         ,  ,05,0000653480,0,FARMERS INS GRP FCU                                                   ,LOS ANGELES              ,CA                    ,0000000000,                              ,                         ,  ,                                        ,0000772576,0000000000,06
2015,0000001104,5,          ,                              ,                         ,  ,04,0000091512,0,EMBARK FCU                                                            ,GREAT FALLS              ,MT                    ,0000000000,                              ,                         ,  ,                                        ,0000826675,0000000000,30
2015,0000001108,5,          ,                              ,                         ,  ,02,0000068805,0,CENTRAL JERSEY FCU                                                    ,WOODBRIDGE               ,NJ                    ,0000000000,                              ,                         ,  ,                                        ,0000636173,0000000000,34
2015,0000001115,5,          ,                              ,                         ,  ,03,0000124696,0,COASTLINE FCU                                                         ,JACKSONVILLE             ,FL                    ,0000000000,                              ,                         ,  ,                                        ,0000637778,0000000000,12
2015,0000001117,5,          ,                              ,                         ,  ,02,0000262007,0,WIDGET FCU                                                            ,ERIE                     ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0001011674,0000000000,42
2015,0000001127,5,          ,                              ,                         ,  ,02,0000078277,0,SALEM VA MED CTR FCU                                                  ,SALEM                    ,VA                    ,0000000000,                              ,                         ,  ,                                        ,0001012176,0000000000,51
2015,0000001133,5,          ,                              ,                         ,  ,01,0000075601,0,TRADEMARK FCU                                                         ,AUGUSTA                  ,ME                    ,0000000000,                              ,                         ,  ,                                        ,0000715078,0000000000,23
2015,0000001148,5,          ,                              ,                         ,  ,01,0000190060,0,COREPLUS FCU                                                          ,NORWICH                  ,CT                    ,0000000000,                              ,                         ,  ,                                        ,0001014273,0000000000,09
2015,0000001167,5,          ,                              ,                         ,  ,02,0000059790,0,FORT BILLINGS FCU                                                     ,PAULSBORO                ,NJ                    ,0000000000,                              ,                         ,  ,                                        ,0000830579,0000000000,34
2015,0000001199,5,          ,                              ,                         ,  ,02,0000408386,0,BMI FCU                                                               ,DUBLIN                   ,OH                    ,0000000000,                              ,                         ,  ,                                        ,0000833178,0000000000,39
2015,0000001204,5,          ,                              ,                         ,  ,05,0000081872,0,RANCHO FCU                                                            ,DOWNEY                   ,CA                    ,0000000000,                              ,                         ,  ,                                        ,0000650272,0000000000,06
2015,0000001207,5,          ,                              ,                         ,  ,05,0000810851,0,LOS ANGELES FCU                                                       ,GLENDALE                 ,CA                    ,0000000000,                              ,                         ,  ,                                        ,0000227272,0000000000,06
2015,0000001213,5,          ,                              ,                         ,  ,03,0000192430,0,ORLANDO FCU                                                           ,ORLANDO                  ,FL                    ,0000000000,                              ,                         ,  ,                                        ,0001017975,0000000000,12
2015,0000001239,5,          ,                              ,                         ,  ,02,0000048770,0,PITTSBURGH CITY HALL EMPL FCU                                         ,PITTSBURGH               ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000835275,0000000000,42
2015,0000001245,5,          ,                              ,                         ,  ,03,0000065144,0,PINE BLUFF COTTON BELT FCU                                            ,PINE BLUFF               ,AR                    ,0000000000,                              ,                         ,  ,                                        ,0000834773,0000000000,05
2015,0000001261,5,          ,                              ,                         ,  ,02,0001931706,0,LANGLEY FCU                                                           ,NEWPORT NEWS             ,VA                    ,0000000000,                              ,                         ,  ,                                        ,0000722674,0000000000,51
2015,0000001303,5,          ,                              ,                         ,  ,03,0001268616,0,PEN AIR FCU                                                           ,PENSACOLA                ,FL                    ,0000000000,                              ,                         ,  ,                                        ,0000964072,0000000000,12
2015,0000001309,5,          ,                              ,                         ,  ,01,0000080786,0,WEPAWAUG-FLAGG FCU                                                    ,HAMDEN                   ,CT                    ,0000000000,                              ,                         ,  ,                                        ,0000724771,0000000000,09
2015,0000001316,5,          ,                              ,                         ,  ,03,0000044510,0,TALLAHASSEE-LEON FCU                                                  ,TALLAHASSEE              ,FL                    ,0000000000,                              ,                         ,  ,                                        ,0000786975,0000000000,12
2015,0000001352,5,          ,                              ,                         ,  ,02,0000119907,0,CENTURY HERITAGE FCU                                                  ,PITTSBURGH               ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000367879,0000000000,42
2015,0000001364,5,          ,                              ,                         ,  ,03,0000102633,0,US #1364 FCU                                                          ,MERRILLVILLE             ,IN                    ,0000000000,                              ,                         ,  ,                                        ,0000491970,0000000000,18
2015,0000001367,5,          ,                              ,                         ,  ,04,0001774875,0,UNIVERSITY FCU                                                        ,AUSTIN                   ,TX                    ,0000000000,                              ,                         ,  ,                                        ,0000369976,0000000000,48
2015,0000001368,5,          ,                              ,                         ,  ,05,0000102124,0,PASADENA SVC FCU                                                      ,PASADENA                 ,CA                    ,0000000000,                              ,                         ,  ,                                        ,0000368371,0000000000,06
2015,0000001399,5,          ,                              ,                         ,  ,01,0000069602,0,PITNEY BOWES EMPL FCU                                                 ,STAMFORD                 ,CT                    ,0000000000,                              ,                         ,  ,                                        ,0000378576,0000000000,09
2015,0000001404,5,          ,                              ,                         ,  ,01,0000388782,0,NASSAU FNCL FCU                                                       ,WESTBURY                 ,NY                    ,0000000000,                              ,                         ,  ,                                        ,0000500573,0000000000,36
2015,0000001409,5,          ,                              ,                         ,  ,04,0000503091,0,EL PASO AREA TEACHERS FCU                                             ,EL PASO                  ,TX                    ,0000000000,                              ,                         ,  ,                                        ,0000503172,0000000000,48
2015,0000001427,5,          ,                              ,                         ,  ,03,0000497029,0,MIDWEST AMER FCU                                                      ,FORT WAYNE               ,IN                    ,0000000000,                              ,                         ,  ,                                        ,0000381978,0000000000,18
2015,0000001438,5,          ,                              ,                         ,  ,05,0000306797,0,LONG BEACH CITY EMPL FCU                                              ,SIGNAL HILL              ,CA                    ,0000000000,                              ,                         ,  ,                                        ,0000386674,0000000000,06
2015,0000001454,5,          ,                              ,                         ,  ,02,0001882345,0,MERCK EMPL FCU                                                        ,RAHWAY                   ,NJ                    ,0000000000,                              ,                         ,  ,                                        ,0000417774,0000000000,34
2015,0000001472,5,          ,                              ,                         ,  ,03,0000645323,0,PALMETTO CITIZENS FCU                                                 ,COLUMBIA                 ,SC                    ,0000000000,                              ,                         ,  ,                                        ,0000510778,0000000000,45
2015,0000001476,5,          ,                              ,                         ,  ,02,0000396448,0,ERIE FEDERAL CREDIT UNION                                             ,ERIE                     ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000299671,0000000000,42
2015,0000001493,5,          ,                              ,                         ,  ,05,0001388717,0,F&A FCU                                                               ,MONTEREY PARK            ,CA                    ,0000000000,                              ,                         ,  ,                                        ,0000304070,0000000000,06
2015,0000001509,5,          ,                              ,                         ,  ,03,0000189519,0,ALCOA TENN FCU                                                        ,ALCOA                    ,TN                    ,0000000000,                              ,                         ,  ,                                        ,0000513377,0000000000,47
2015,0000001520,5,          ,                              ,                         ,  ,03,0001060385,0,TENNESSEE VALLEY FCU                                                  ,CHATTANOOGA              ,TN                    ,0000000000,                              ,                         ,  ,                                        ,0000426374,0000000000,47
2015,0000001584,5,          ,                              ,                         ,  ,04,0000090185,0,MEMBERS TR OF THE SW FCU                                              ,HOUSTON                  ,TX                    ,0000000000,                              ,                         ,  ,                                        ,0000414773,0000000000,48
2015,0000001608,5,          ,                              ,                         ,  ,04,0000111154,0,WESTERN ROCKIES FCU                                                   ,GRAND JUNCTION           ,CO                    ,0000000000,                              ,                         ,  ,                                        ,0000417372,0000000000,08
2015,0000001622,5,          ,                              ,                         ,  ,01,0000069798,0,FEDERAL MOGUL EMPL FCU                                                ,ST CLAIR SHORES          ,MI                    ,0000000000,                              ,                         ,  ,                                        ,0000419479,0000000000,26
2015,0000001644,5,          ,                              ,                         ,  ,01,0001092656,0,CORNING FCU                                                           ,CORNING                  ,NY                    ,0000000000,                              ,                         ,  ,                                        ,0000482978,0000000000,36
2015,0000001658,5,          ,                              ,                         ,  ,02,0000052353,0,WHEATLAND FCU                                                         ,LANCASTER                ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0000361176,0000000000,42
2015,0000001682,5,          ,                              ,                         ,  ,03,0001053385,0,EVANSVILLE TEACHERS FCU                                               ,EVANSVILLE               ,IN                    ,0000000000,                              ,                         ,  ,                                        ,0000428079,0000000000,18
2015,0000001717,5,          ,                              ,                         ,  ,05,0000540565,0,HAWAIIAN TEL FCU                                                      ,HONOLULU                 ,HI                    ,0000000000,                              ,                         ,  ,                                        ,0000127073,0000000000,15
2015,0000001718,5,          ,                              ,                         ,  ,05,0001351905,0,HAWAII ST FCU                                                         ,HONOLULU                 ,HI                    ,0000000000,                              ,                         ,  ,                                        ,0000249377,0000000000,15
2015,0000001726,5,          ,                              ,                         ,  ,03,0000258058,0,BATON ROUGE TELCO FCU                                                 ,BATON ROUGE              ,LA                    ,0000000000,                              ,                         ,  ,                                        ,0000128678,0000000000,22
2015,0000001733,5,          ,                              ,                         ,  ,05,0000536988,0,HICKAM FCU                                                            ,HONOLULU                 ,HI                    ,0000000000,                              ,                         ,  ,                                        ,0000253271,0000000000,15
2015,0000001747,5,          ,                              ,                         ,  ,05,0001284688,0,ARIZONA FCU                                                           ,PHOENIX                  ,AZ                    ,0000000000,                              ,                         ,  ,                                        ,0000133074,0000000000,04
2015,0000001748,5,          ,                              ,                         ,  ,04,0000111268,0,RELIANT FCU                                                           ,CASPER                   ,WY                    ,0000000000,                              ,                         ,  ,                                        ,0000137278,0000000000,56
2015,0000001759,5,          ,                              ,                         ,  ,02,0000082876,0,INSPIRE FCU                                                           ,BRISTOL                  ,PA                    ,0000000000,                              ,                         ,  ,                                        ,0001864384,0000000000,42
2015,0000001785,5,          ,                              ,                         ,  ,05,0000067062,0,HAWAII SCH FCU                                                        ,HONOLULU                 ,HI                    ,0000000000,                              ,                         ,  ,                                        ,0000140670,0000000000,15
2015,0000001787,5,          ,                              ,                         ,  ,01,0000253667,0,SPERRY ASSC FCU                                                       ,GARDEN CITY PARK         ,NY                    ,0000000000,                              ,                         ,  ,                                        ,0000262974,0000000000,36
2015,0000001792,5,          ,                              ,                         ,  ,04,0000325789,0,EVOLVE FCU                                                            ,EL PASO                  ,TX                    ,0000000000,                              ,                         ,  ,                                        ,0000265573,0000000000,48
2015,0000001815,5,          ,                              ,                         ,  ,05,0001423450,0,HAWAIIUSA FCU                                                         ,HONOLULU                 ,HI                    ,0000000000,                              ,                         ,  ,                                        ,0000269777,0000000000,15
2015,0000001821,5,          ,                              ,                         ,  ,02,0000044421,0,DISTRICT OF COLUMBIA TEACHERS                                         ,WASHINGTON               ,DC                    ,0000000000,                              ,                         ,  ,                                        ,0000273671,0000000000,11
2015,0000001830,5,          ,                              ,                         ,  ,05,0000239192,0,HONOLULU FED FCU                                                      ,HONOLULU                 ,HI                    ,0000000000,                              ,                         ,  ,                                        ,0000275778,0000000000,15
2015,0000001845,5,          ,                              ,                         ,  ,05,0000745432,0,ALOHA PACIFIC FCU                                                     ,HONOLULU                 ,HI                    ,0000000000,                              ,                         ,  ,                                        ,0000184571,0000000000,15
