Activity Year,Respondent ID,Agency Code,Parent Respondent ID,Parent Name (Panel),Parent City (Panel),Parent State (Panel),Region,Assets,Other Lender Code,Respondent Name (Panel),Respondent City (Panel),Respondent State (Panel),Top Holder RSSD ID,Top Holder Name,Top Holder City,Top Holder State,Top Holder Country,Respondent RSSD ID,Parent RSSD ID,Respondent FIPS State Number
2017,0000816210,9,2847115,SANTANDER BANCORP,SAN JUAN,PR,,5339217,0,BANCO SANTANDER PUERTO RICO,SAN JUAN,PR,1239254   ,"BANCO SANTANDER, S.A.",BOADILLA DEL MONTE MADRID,0 ,SPAIN,816210,2847115   ,72
2017,0000214807,9,1032473,DEUTSCHE BANK TRUST CORPORATION,NEW YORK,NY,,53814000,0,DEUTSCHE BANK TRUST COMPANY AMERICAS,NEW YORK,NY,1242423   ,DEUTSCHE BANK AKTIENGESELLSCHAFT,FRANKFURT,0 ,GERMANY,214807,1032473   ,36
2017,0000595270,9,2568278,MIDLAND FINANCIAL CO.,OKLAHOMA CITY,OK,,13265339,0,MIDFIRST BANK,OKLAHOMA CITY,OK,3839096   ,"G. JEFFREY RECORDS, JR. 2003 FAMILY TRUST",OKLAHOMA CITY,OK,UNITED STATES,595270,2568278   ,40
2017,0000476810,9,3375370,CITICORP LLC,NEW YORK,NY,,1349581000,0,"CITIBANK, N.A.",SIOUX FALLS,SD,1951350   ,CITIGROUP INC.,NEW YORK,NY,UNITED STATES,476810,3375370   ,46
2017,0000497404,9,1249196,TD BANK US HOLDING COMPANY,CHERRY HILL,NJ,,269030606,0,"TD BANK, N.A.",WILMINGTON,DE,1238565   ,"TORONTO-DOMINION BANK, THE",TORONTO,0 ,CANADA,497404,1249196   ,10
2017,0002489805,9,4368883,MORGAN STANLEY DELTA HOLDINGS LLC,NEW YORK,NY,,52958000,0,"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",PURCHASE,NY,2162966   ,MORGAN STANLEY,NEW YORK,NY,UNITED STATES,2489805,4368883   ,36
2017,0000877369,9,2307280,"UTRECHT-AMERICA HOLDINGS, INC.",NEW YORK,NY,,14547000,0,"RABOBANK, NATIONAL ASSOCIATION",ROSEVILLE,CA,1242928   ,COOPERATIEVE RABOBANK U.A.,UTRECHT,0 ,NETHERLANDS,877369,2307280   ,6 
2017,0000311845,9,1845673,"ARVEST HOLDINGS, INC.",BENTONVILLE,AR,,16686060,0,ARVEST BANK,FAYETTEVILLE,AR,1095674   ,"ARVEST BANK GROUP, INC.",BENTONVILLE,AR,UNITED STATES,311845,1845673   ,5 
2017,0000804963,9,4989420,BANCWEST HOLDING INC.,SAN FRANCISCO,CA,,83730044,0,BANK OF THE WEST,SAN FRANCISCO,CA,1231968   ,BNP PARIBAS,PARIS,0 ,FRANCE (OTHER),804963,4989420   ,6 
2017,0000980661,9,1025608,"FIRST HAWAIIAN, INC.",HONOLULU,HI,,19610998,0,FIRST HAWAIIAN BANK,HONOLULU,HI,1231968   ,BNP PARIBAS,PARIS,0 ,FRANCE (OTHER),980661,1025608   ,15
2017,0000146672,9,3852022,"FLAGSTAR BANCORP, INC.",TROY,MI,,13980496,0,"FLAGSTAR BANK, FSB",TROY,MI,4224000   ,MP (THRIFT) LLC,WILMINGTON,DE,UNITED STATES,146672,3852022   ,26
2017,0002895152,2,1397471,BANK OF LITTLE ROCK,LITTLE ROCK,AR,,,1,BANK OF LITTLE ROCK MORTGAGE CORP.,LITTLE ROCK,AR,2617082   ,"LITTLE ROCK BANKSHARES, INC.",LITTLE ROCK,AR,UNITED STATES,2895152,1397471   ,5 
2017,52-7005081,9,3008360,"PREMIER NATIONAL INVESTMENT COMPANY, INC.",BUFFALO,NY,,,2,M&T REAL ESTATE TRUST,BUFFALO,NY,1037003   ,M&T BANK CORPORATION,BUFFALO,NY,UNITED STATES,2868802,3008360   ,36
2017,13-3465439,3,134058086,EMIGRANT CREDIT CORP.,NEW YORK,NY,,,2,EMIGRANT FUNDING CORPORATION,NEW YORK,NY,3212091   ,NEW YORK PRIVATE BANK & TRUST CORPORATION,NEW YORK,NY,UNITED STATES,2318437,2833136   ,36
2017,13-3222578,9,476810,"CITIBANK, N.A.",SIOUX FALLS,SD,,,1,"CITIMORTGAGE, INC.",O'FALLON,MO,1951350   ,CITIGROUP INC.,NEW YORK,NY,UNITED STATES,3378018,476810    ,29
2017,75-2664846,3,13000,ENNIS STATE BANK,ENNIS,TX,,,2,ESB MORTGAGE COMPANY,ENNIS,TX,1131956   ,"ENNIS BANCSHARES, INC.",ENNIS,TX,UNITED STATES,3952892,435059    ,48
2017,0001097267,2,225559,BANK OF BARTLETT,BARTLETT,TN,,,1,"BARTLETT MORTGAGE, INC.",BARTLETT,TN,1097249   ,"WEST TENNESSEE BANCSHARES, INC.",BARTLETT,TN,UNITED STATES,1097267,225559    ,47
2017,52-1075143,9,501105,MANUFACTURERS AND TRADERS TRUST COMPANY,BUFFALO,NY,,,1,M&T REALTY CAPITAL CORPORATION,BALTIMORE,MD,1037003   ,M&T BANK CORPORATION,BUFFALO,NY,UNITED STATES,1074736,501105    ,24
2017,71-0799379,3,93,RIVERSIDE BANK,SPARKMAN,AR,,,2,"RIVERSIDE MORTGAGE COMPANY, INC.",LITTLE ROCK,AR,2155342   ,"RIVERSIDE BANCSHARES, INC",LITTLE ROCK,AR,UNITED STATES,2712398,977045    ,5 
2017,0000017685,3,,"FINANCIAL SHARES, INC.",HOXIE,KS,,66009,0,PEOPLES STATE BANK,MANHATTAN,KS,2935496   ,"FINANCIAL SHARES, INC.",HOXIE,KS,UNITED STATES,43351,2935496   ,20
2017,41-2031753,3,27211,FIRST COMMUNITY BANK OF TENNESSEE,SHELBYVILLE,TN,,,2,"FIRST COMMUNITY MORTGAGE, INC.",SHELBYVILLE,TN,2016340   ,"FIRST COMMUNITY BANCORP, INC.",SHELBYVILLE,TN,UNITED STATES,3120329,1188772   ,47
2017,35-1805251,3,8056,MERCHANTS BANK OF INDIANA,CARMEL,IN,,,2,P/R MORTGAGE & INVESTMENT CORP.,CARMEL,IN,3530786   ,MERCHANTS BANCORP,CARMEL,IN,UNITED STATES,3587230,963945    ,18
2017,0003599970,9,214807,DEUTSCHE BANK TRUST COMPANY AMERICAS,NEW YORK,NY,,,1,DB PRIVATE WEALTH MORTGAGE LTD.,NEW YORK,NY,1242423   ,DEUTSCHE BANK AKTIENGESELLSCHAFT,FRANKFURT,0 ,GERMANY,3599970,214807    ,36
2017,0001093317,2,590248,TOWN AND COUNTRY BANK,SPRINGFIELD,IL,,,1,"TOWN & COUNTRY BANC MORTGAGE SERVICES, INC.",SPRINGFIELD,IL,1208531   ,TOWN AND COUNTRY FINANCIAL CORPORATION,SPRINGFIELD,IL,UNITED STATES,1093317,590248    ,17
2017,73-1488004,1,23516,LIBERTY NATIONAL BANK,LAWTON,OK,,,1,"WASHITA MORTGAGE, INC.",CHICKASHA,OK,1065172   ,"B.O.E. BANCSHARES, INC.",LAWTON,OK,UNITED STATES,2930594,68756     ,40
2017,11-3399725,9,125471,STERLING NATIONAL BANK,MONTEBELLO,NY,,,1,ASTORIA FEDERAL MORTGAGE CORP.,LAKE SUCCESS,NY,3083291   ,STERLING BANCORP,MONTEBELLO,NY,UNITED STATES,3872897,125471    ,36
2017,91-2094220,1,25080,"BANC OF CALIFORNIA, NATIONAL ASSOCIATION",SANTA ANA,CA,,,1,"CS FINANCIAL, INC.",BEVERLY HILLS,CA,3153130   ,"BANC OF CALIFORNIA, INC.",IRVINE,CA,UNITED STATES,4584816,200378    ,6 
2017,0002712969,9,723112,FIFTH THIRD BANK,CINCINNATI,OH,,,1,FIFTH THIRD MORTGAGE COMPANY,CINCINNATI,OH,1070345   ,FIFTH THIRD BANCORP,CINCINNATI,OH,UNITED STATES,2712969,723112    ,39
2017,25-1531922,3,28178,NORTHWEST BANK,WARREN,PA,,,2,"NORTHWEST CONSUMER DISCOUNT CO., INC.",WARREN,PA,4122722   ,NORTHWEST BANCSHARES INC,WARREN,PA,UNITED STATES,2351078,1002878   ,42
2017,39-2001010,3,28513,WATERSTONE BANK,WAUWATOSA,WI,,,2,WATERSTONE MORTGAGE CORPORATION,PEWAUKEE,WI,4523431   ,"WATERSTONE FINANCIAL, INC.",WAUWATOSA,WI,UNITED STATES,3429509,310978    ,55
2017,26-4030355,3,34603,"MVB BANK, INC.",FAIRMONT,WV,,,2,"POTOMAC MORTGAGE GROUP, INC.",FAIRFAX,VA,3211601   ,MVB FINANCIAL CORP.,FAIRMONT,WV,UNITED STATES,4320108,2757205   ,51
2017,26-0758174,3,58048,HIGHLANDS STATE BANK,VERNON,NJ,,,2,"SECURE LENDING SOLUTIONS, INC.",GLEN ROCK,NJ,4136037   ,"HIGHLANDS BANCORP, INC.",VERNON,NJ,UNITED STATES,3944646,3386590   ,34
2017,57-0761331,3,57756,COASTALSTATES BANK,HILTON HEAD ISLAND,SC,,,2,"COASTALSTATES MORTGAGE, INC.",HILTON HEAD ISLAND,SC,3274727   ,"COASTALSOUTH BANCSHARES, INC.",HILTON HEAD ISLAND,SC,UNITED STATES,3786583,3274709   ,45
2017,48-1024691,7,4875644,"GE CAPITAL US HOLDINGS, INC.",NORWALK,CT,,,3,EMPLOYERS REASSURANCE CORPORATION,OVERLAND PARK,KS,1249758   ,GENERAL ELECTRIC COMPANY,FAIRFIELD,CT,UNITED STATES,3808270,4875644   ,20
2017,16-1686740,3,57135,CRESCOM BANK,CHARLESTON,SC,,,2,CRESCENT MORTGAGE COMPANY,ATLANTA,GA,2507790   ,CAROLINA FINANCIAL CORPORATION,CHARLESTON,SC,UNITED STATES,3228001,3013823   ,13
2017,46-3537400,3,419,"CITIZENS STATE BANK, THE",OKEMAH,OK,,,2,AMERICAN SOUTHWEST MORTGAGE FUNDING CORP,OKLAHOMA CITY,OK,1067541   ,"CITIZENS BANKSHARES, INC.",OKEMAH,OK,UNITED STATES,4581039,919755    ,40
2017,38-1620418,1,14740,FIRST NATIONAL BANK OF AMERICA,EAST LANSING,MI,,,1,FIRST NATIONAL ACCEPTANCE COMPANY,EAST LANSING,MI,1206313   ,"FIRST NATIONAL BANCSHARES, INC.",EAST LANSING,MI,UNITED STATES,2719221,413141    ,26
2017,54-1773964,3,10363,CITIZENS AND FARMERS BANK,WEST POINT,VA,,,2,C&F MORTGAGE CORPORATION,MIDLOTHIAN,VA,2183493   ,C&F FINANCIAL CORPORATION,WEST POINT,VA,UNITED STATES,2350222,928421    ,51
2017,0004438357,2,3253571,WASHINGTONFIRST BANK,RESTON,VA,,,1,WASHINGTONFIRST MORTGAGE CORPORATION,FAIRFAX,VA,3922466   ,"WASHINGTONFIRST BANKSHARES, INC.",RESTON,VA,UNITED STATES,4438357,3253571   ,51
2017,83-0368926,1,5581,"AUSTIN BANK, TEXAS NATIONAL ASSOCIATION",JACKSONVILLE,TX,,,0,AB COMMUNITY INVESTMENT COMPANY,LONGVIEW,TX,3035227   ,JSA FAMILY LIMITED PARTNERSHIP,JACKSONVILLE,TX,UNITED STATES,3376180,548351    ,48
2017,06-1016329,9,3958278,COMMONWEALTH ANNUITY AND LIFE INSURANCE COMPANY,SOUTHBOROUGH,MA,,,3,FORETHOUGHT LIFE INSURANCE COMPANY,INDIANAPOLIS,IN,2380443   ,"GOLDMAN SACHS GROUP, INC., THE",NEW YORK,NY,UNITED STATES,4660390,3958278   ,18
2017,27-2560497,3,28866,ORITANI BANK,TOWNSHIP OF WASHINGTON,NJ,,,2,ORITANI FINANCE,WASHINGTON,NJ,2692892   ,ORITANI FINANCIAL CORP,TOWNSHIP OF WASHINGTON,NJ,UNITED STATES,4334431,2376      ,34
2017,46-0429381,1,23771,CORTRUST BANK NATIONAL ASSOCIATION,MITCHELL,SD,,,1,"CORTRUST MORTGAGE, INC.",SIOUX FALLS,SD,1125740   ,HOPKINS FINANCIAL CORPORATION,MITCHELL,SD,UNITED STATES,3862423,61355     ,46
2017,54-0259290,9,675332,SUNTRUST BANK,ATLANTA,GA,,,1,"SUNTRUST MORTGAGE, INC.",RICHMOND,VA,1131787   ,"SUNTRUST BANKS, INC.",ATLANTA,GA,UNITED STATES,1072246,675332    ,51
2017,20-4136310,3,14587,UNIVERSITY BANK,ANN ARBOR,MI,,,2,UNIVERSITY ISLAMIC FINANCIAL CORPORATION,FARMINGTON HILLS,MI,1496253   ,"UNIVERSITY BANCORP, INC.",ANN ARBOR,MI,UNITED STATES,3424821,137652    ,26
2017,0002888798,2,637451,PLAINSCAPITAL BANK,DALLAS,TX,,,1,"PRIMELENDING, A PLAINSCAPITAL COMPANY",DALLAS,TX,2348470   ,"MAEDGEN & WHITE, LTD.",DALLAS,TX,UNITED STATES,2888798,637451    ,48
2017,27-4605051,3,351805251,P/R MORTGAGE & INVESTMENT CORP.,CARMEL,IN,,,5,RICHMAC FUNDING LLC,SAINT PAUL,MN,3530786   ,MERCHANTS BANCORP,CARMEL,IN,UNITED STATES,5021381,3587230   ,27
2017,62-1259997,3,22451,VOLUNTEER STATE BANK,PORTLAND,TN,,,2,GUARANTY TRUST COMPANY,MURFREESBORO,TN,1080803   ,"VOLUNTEER STATE BANCSHARES, INC.",PORTLAND,TN,UNITED STATES,1223440,774132    ,47
2017,0003452105,2,1161029,XENITH BANK,RICHMOND,VA,,,1,"GATEWAY BANK MORTGAGE, INC.",RALEIGH,NC,4156679   ,CAPGEN CAPITAL GROUP VI LLC,NEW YORK,NY,UNITED STATES,3452105,1161029   ,37
2017,65-0924915,3,17580,FNBT BANK,FORT WALTON BEACH,FL,,,2,"MORTGAGE ONE OF THE SOUTH, INC.",FORT WALTON BEACH,FL,1129823   ,"SOUTHERN NATIONAL BANKS, INC.",FORT WALTON BEACH,FL,UNITED STATES,2920072,697231    ,12
2017,63-1113916,2,395238,SYNOVUS BANK,COLUMBUS,GA,,,1,SYNOVUS MORTGAGE CORP.,BIRMINGHAM,AL,1078846   ,SYNOVUS FINANCIAL CORP.,COLUMBUS,GA,UNITED STATES,2185853,395238    ,1 
2017,46-2886385,3,90196,BAYCOAST BANK,SWANSEA,MA,,,2,"BayCoast Mortgage Company, LLC",SWANSEA,MA,2623430   ,NARRAGANSETT FINANCIAL CORP,SWANSEA,MA,UNITED STATES,4522881,771609    ,25
2017,22-3617992,3,0,ORITANI INVESTMENT CORP,WASHINGTON,NJ,,,5,ORITANI ASSET CORP,WASHINGTON,NJ,2692892   ,ORITANI FINANCIAL CORP,TOWNSHIP OF WASHINGTON,NJ,UNITED STATES,4334310,4334271   ,34
2017,0000017524,3,,"TAMMCORP, INC.",TAMMS,IL,,198521,0,Capaha Bank,TAMMS,IL,1097285   ,"TAMMCORP, INC.",TAMMS,IL,UNITED STATES,253440,1097285   ,17
2017,0004185099,2,471294478,SUMMIT SERVICE CORPORATION,MUNCIE,IN,,,5,SUMMIT MORTGAGE INC.,FORT WAYNE,IN,3175794   ,"MUTUALFIRST FINANCIAL, INC.",MUNCIE,IN,UNITED STATES,4185099,4786526   ,18
2017,27-4370581,1,713480,BANKSOUTH,GREENSBORO,GA,,,1,"BANKSOUTH MORTGAGE COMPANY, LLC",ATLANTA,GA,1134313   ,BANKSOUTH HOLDING COMPANY,GREENSBORO,GA,UNITED STATES,4346818,88231     ,13
2017,54-1874129,3,35111,VILLAGE BANK,MIDLOTHIAN,VA,,,2,VILLAGE BANK MORTGAGE CORPORATION,MIDLOTHIAN,VA,3251027   ,VILLAGE BANK AND TRUST FINANCIAL CORP.,MIDLOTHIAN,VA,UNITED STATES,3362530,2760232   ,51
2017,16-1237621,1,3817,"CANANDAIGUA NATIONAL BANK AND TRUST COMPANY, THE",CANANDAIGUA,NY,,,1,CNB MORTGAGE COMPANY,PITTSFORD,NY,1133503   ,CANANDAIGUA NATIONAL CORPORATION,CANANDAIGUA,NY,UNITED STATES,2623878,161602    ,36
2017,75-1744262,3,14778,FIRST BANK & TRUST,LUBBOCK,TX,,,2,PRIME WEST MORTGAGE CORPORATION,LUBBOCK,TX,2410854   ,"FIRST BANK LUBBOCK BANCSHARES, INC.",LUBBOCK,TX,UNITED STATES,2442118,294564    ,48
2017,0002219664,2,34742,FIRST WESTERN BANK,BOONEVILLE,AR,,,1,"FIRST WESTERN MORTGAGE, INC.",BOONEVILLE,AR,2628994   ,FIRST WESTERN BANCSHARES EMPLOYEE STOCK OWNERSHIP TRUST,BOONEVILLE,AR,UNITED STATES,2219664,34742     ,5 
2017,26-1598586,3,26627,BANK OF THE WEST,GRAPEVINE,TX,,,2,"GSB MORTGAGE, INC.",GRAPEVINE,TX,1141384   ,"GREATER SOUTHWEST BANCSHARES, INC.",GRAPEVINE,TX,UNITED STATES,3715417,859552    ,48
2017,20-3450673,3,261232699,"BCMS HOLDINGS, INC.",FORT WALTON BEACH,FL,,,5,"BEACH CMNTY MTG SERVICES, INC.",FORT WALTON BEACH,FL,3274996   ,"BEACH COMMUNITY BANCSHARES, INC.",FORT WALTON BEACH,FL,UNITED STATES,3650581,3650572   ,12
2017,27-1190043,3,23621,BERKSHIRE BANK,PITTSFIELD,MA,,,2,FIRST CHOICE LOAN SERVICES INC.,EAST BRUNSWICK,NJ,2333663   ,"BERKSHIRE HILLS BANCORP, INC",PITTSFIELD,MA,UNITED STATES,5083268,473501    ,34
2017,38-3024363,3,14587,UNIVERSITY BANK,ANN ARBOR,MI,,,2,MIDWEST LOAN SOLUTIONS INC.,HOUGHTON,MI,1496253   ,"UNIVERSITY BANCORP, INC.",ANN ARBOR,MI,UNITED STATES,1930074,137652    ,26
2017,0002760139,2,853952,"CENTRAL TRUST BANK, THE",JEFFERSON CITY,MO,,,1,"ONLINE CENTRAL, INC",MARYLAND HEIGHTS,MO,1094314   ,"CENTRAL BANCOMPANY, INC",JEFFERSON CITY,MO,UNITED STATES,2760139,853952    ,29
2017,75-2540628,1,13443,CITIZENS NATIONAL BANK,HENDERSON,TX,,,1,CNB COMMUNITY DEVELOPMENT CORPORATION,HENDERSON,TX,1917600   ,"HENDERSON CITIZENS BANCSHARES, INC.",HENDERSON,TX,UNITED STATES,4344878,56351     ,48
2017,73-1374559,3,4048,SPIRITBANK,TULSA,OK,,,2,AMERICAN SOUTHWEST MORTGAGE CORP.,OKLAHOMA CITY,OK,1062135   ,"SPIRIT BANKCORP, INC.",BRISTOW,OK,UNITED STATES,3011575,142955    ,40
2017,37-1361315,3,19459,UNITED COMMUNITY BANK,CHATHAM,IL,,,2,COMMUNITY BANC MORTGAGE CORPORATION,CHATHAM,IL,1097182   ,"UNITED COMMUNITY BANCORP, INC.",CHATHAM,IL,UNITED STATES,2576714,439338    ,17
2017,0002788496,2,693224,UNION BANK & TRUST,RICHMOND,VA,,,1,"UNION MORTGAGE GROUP, INC.",GLEN ALLEN,VA,1971693   ,UNION BANKSHARES CORPORATION,RICHMOND,VA,UNITED STATES,2788496,693224    ,51
2017,34-2027742,3,34332,OUACHITA INDEPENDENT BANK,MONROE,LA,,,2,"BANKERS MORTGAGE CENTER, INC.",MONROE,LA,2454586   ,OUACHITA BANCSHARES CORP.,MONROE,LA,UNITED STATES,3345766,2454607   ,22
2017,0003467828,2,701736,"BRAND BANKING COMPANY, THE",LAWRENCEVILLE,GA,,,1,"BRAND MORTGAGE GROUP, LLC",DULITH,GA,3244113   ,"BRAND GROUP HOLDINGS, INC.",LAWRENCEVILLE,GA,UNITED STATES,3467828,701736    ,13
2017,13-3432069,3,134058086,EMIGRANT CREDIT CORP.,NEW YORK,NY,,,5,"EMIGRANT MORTGAGE COMPANY, INC.",ELMSFORD,NY,3212091   ,NEW YORK PRIVATE BANK & TRUST CORPORATION,NEW YORK,NY,UNITED STATES,2318482,2833136   ,36
2017,0000858528,2,,"SOUTHWEST VIRGINIA BANKSHARES, INC.",MARION,VA,,359543,0,"BANK OF MARION, THE",MARION,VA,1132391   ,"SOUTHWEST VIRGINIA BANKSHARES, INC.",MARION,VA,UNITED STATES,858528,1132391   ,51
2017,0000058697,3,,"ADAMS DAIRY BANCSHARES, INC.",BLUE SPRINGS,MO,,107778,0,ADAMS DAIRY BANK,BLUE SPRINGS,MO,4564724   ,"ADAMS DAIRY BANCSHARES, INC.",BLUE SPRINGS,MO,UNITED STATES,3603765,4564724   ,29
2017,0000035417,3,,"TRISTAR BANCSHARES, INC.",DICKSON,TN,,253185,0,TRISTAR BANK,DICKSON,TN,3442795   ,"TRISTAR BANCSHARES, INC.",DICKSON,TN,UNITED STATES,2871099,3442795   ,47
2017,0000010045,3,,"CORNERSTONE FINANCIAL SERVICES, INC.",WEST UNION,WV,,169368,0,"CORNERSTONE BANK, INC.",WEST UNION,WV,3217537   ,"CORNERSTONE FINANCIAL SERVICES, INC.",WEST UNION,WV,UNITED STATES,978239,3217537   ,54
